UF;Codigo da Infracao;Quantidade
RIO DE JANEIRO;6017;37
RIO GRANDE DO NORTE;6017;36
RIO GRANDE DO SUL;6017;1
RONDONIA;6017;16
RORAIMA;6017;1
SANTA CATARINA;6017;41
SAO PAULO;6017;448
SERGIPE;6017;5
TOCANTINS;6017;5
AMAZONAS;6025;1
AMAPA;6025;56
BAHIA;6025;8
CEARA;6025;1
DISTRITO FEDERAL;6025;11
ESPIRITO SANTO;6025;3
GOIAS;6025;25
MARANHAO;6025;2
MATO GROSSO;6025;1
MINAS GERAIS;6025;17
PARA;6025;7
PARANA;6025;21
PERNAMBUCO;6025;8
PIAUI;6025;1
RIO DE JANEIRO;6025;10
RIO GRANDE DO NORTE;6025;1
RIO GRANDE DO SUL;6025;2
RONDONIA;6025;12
SANTA CATARINA;6025;8
SAO PAULO;6025;73
ALAGOAS;6033;53
AMAZONAS;6033;24
AMAPA;6033;10
BAHIA;6033;10
CEARA;6033;3
DISTRITO FEDERAL;6033;3
ESPIRITO SANTO;6033;6
GOIAS;6033;8
MATO GROSSO DO SUL;6033;3
MINAS GERAIS;6033;18
PARA;6033;7
PARAIBA;6033;4
PARANA;6033;12
PERNAMBUCO;6033;33
PIAUI;6033;3
RIO DE JANEIRO;6033;13
RIO GRANDE DO NORTE;6033;5
RIO GRANDE DO SUL;6033;6
SANTA CATARINA;6033;5
SAO PAULO;6033;33
SERGIPE;6033;2
ACRE;6041;79
ALAGOAS;6041;322
AMAZONAS;6041;291
AMAPA;6041;29
BAHIA;6041;493
CEARA;6041;1114
DISTRITO FEDERAL;6041;137
ESPIRITO SANTO;6041;198
GOIAS;6041;796
MARANHAO;6041;222
MATO GROSSO;6041;117
MATO GROSSO DO SUL;6041;3174
MINAS GERAIS;6041;1692
PARA;6041;582
PARAIBA;6041;165
PARANA;6041;1734
PERNAMBUCO;6041;1173
PIAUI;6041;60
RIO DE JANEIRO;6041;825
RIO GRANDE DO NORTE;6041;237
RIO GRANDE DO SUL;6041;89
RONDONIA;6041;38
RORAIMA;6041;15
SANTA CATARINA;6041;539
SAO PAULO;6041;12877
SERGIPE;6041;32
TOCANTINS;6041;22
ACRE;6050;681
ALAGOAS;6050;527
AMAZONAS;6050;1162
AMAPA;6050;106
BAHIA;6050;2812
CEARA;6050;11003
DISTRITO FEDERAL;6050;1193
ESPIRITO SANTO;6050;641
GOIAS;6050;7440
MARANHAO;6050;2205
MATO GROSSO;6050;9293
MATO GROSSO DO SUL;6050;1793
MINAS GERAIS;6050;19825
PARA;6050;10847
PARAIBA;6050;1572
PARANA;6050;16227
PERNAMBUCO;6050;6261
PIAUI;6050;1369
RIO DE JANEIRO;6050;7016
RIO GRANDE DO NORTE;6050;651
RIO GRANDE DO SUL;6050;1487
RONDONIA;6050;979
RORAIMA;6050;2282
SANTA CATARINA;6050;8280
SAO PAULO;6050;83964
SERGIPE;6050;142
TOCANTINS;6050;1837
ACRE;6068;18
ALAGOAS;6068;21
AMAZONAS;6068;42
AMAPA;6068;24
BAHIA;6068;389
CEARA;6068;93
DISTRITO FEDERAL;6068;425
ESPIRITO SANTO;6068;126
GOIAS;6068;1020
MARANHAO;6068;100
MATO GROSSO;6068;602
MATO GROSSO DO SUL;6068;384
MINAS GERAIS;6068;2166
PARA;6068;190
PARAIBA;6068;21
PARANA;6068;2210
PERNAMBUCO;6068;116
PIAUI;6068;23
RIO DE JANEIRO;6068;392
RIO GRANDE DO NORTE;6068;22
RIO GRANDE DO SUL;6068;597
RONDONIA;6068;177
RORAIMA;6068;25
SANTA CATARINA;6068;1382
SAO PAULO;6068;8656
SERGIPE;6068;40
TOCANTINS;6068;94
ACRE;6076;3
ALAGOAS;6076;9
AMAZONAS;6076;18
AMAPA;6076;7
BAHIA;6076;13
CEARA;6076;52
DISTRITO FEDERAL;6076;6
ESPIRITO SANTO;6076;1
GOIAS;6076;64
MARANHAO;6076;11
MATO GROSSO;6076;9
MATO GROSSO DO SUL;6076;1
MINAS GERAIS;6076;56
PARA;6076;14
PARAIBA;6076;11
PARANA;6076;21
PERNAMBUCO;6076;31
RIO DE JANEIRO;6076;41
RIO GRANDE DO NORTE;6076;11
RIO GRANDE DO SUL;6076;4
RONDONIA;6076;35
RORAIMA;6076;1
SANTA CATARINA;6076;17
SAO PAULO;6076;281
TOCANTINS;6076;1
ALAGOAS;6084;74
AMAZONAS;6084;1
BAHIA;6084;7
CEARA;6084;7
ESPIRITO SANTO;6084;8
GOIAS;6084;9
MATO GROSSO;6084;2
MATO GROSSO DO SUL;6084;3
MINAS GERAIS;6084;35
PARA;6084;1
PARAIBA;6084;5
PARANA;6084;13
PERNAMBUCO;6084;7
PIAUI;6084;2
RIO DE JANEIRO;6084;13
RIO GRANDE DO NORTE;6084;5
RIO GRANDE DO SUL;6084;8
RONDONIA;6084;4
SANTA CATARINA;6084;20
SAO PAULO;6084;106
SERGIPE;6084;1
RIO DE JANEIRO;6092;1
PARANA;6106;1
SAO PAULO;6106;1
TOCANTINS;6106;1
PARA;6114;1
PARANA;6114;1
ACRE;6122;8
ALAGOAS;6122;24
AMAZONAS;6122;38
AMAPA;6122;1
BAHIA;6122;85
CEARA;6122;71
DISTRITO FEDERAL;6122;283
ESPIRITO SANTO;6122;58
GOIAS;6122;157
MARANHAO;6122;247
MATO GROSSO;6122;18
MATO GROSSO DO SUL;6122;10
MINAS GERAIS;6122;390
PARA;6122;80
PARAIBA;6122;41
PARANA;6122;173
PERNAMBUCO;6122;72
PIAUI;6122;17
RIO DE JANEIRO;6122;76
RIO GRANDE DO NORTE;6122;54
RIO GRANDE DO SUL;6122;74
RONDONIA;6122;46
RORAIMA;6122;12
SANTA CATARINA;6122;265
SAO PAULO;6122;944
SERGIPE;6122;17
TOCANTINS;6122;16
ACRE;6130;3
ALAGOAS;6130;6
AMAZONAS;6130;8
BAHIA;6130;9
CEARA;6130;7
DISTRITO FEDERAL;6130;14
ESPIRITO SANTO;6130;1
GOIAS;6130;19
MARANHAO;6130;20
MATO GROSSO;6130;1
MATO GROSSO DO SUL;6130;1
MINAS GERAIS;6130;24
PARA;6130;20
PARAIBA;6130;1
PARANA;6130;25
PERNAMBUCO;6130;22
PIAUI;6130;1
RIO DE JANEIRO;6130;12
RIO GRANDE DO SUL;6130;3
RONDONIA;6130;2
RORAIMA;6130;7
SANTA CATARINA;6130;20
SAO PAULO;6130;123
TOCANTINS;6130;4
BAHIA;6149;13
CEARA;6149;4
DISTRITO FEDERAL;6149;1
MARANHAO;6149;9
MATO GROSSO;6149;3
MINAS GERAIS;6149;5
PARAIBA;6149;2
PARANA;6149;2
RIO DE JANEIRO;6149;1
RIO GRANDE DO NORTE;6149;1
RONDONIA;6149;1
SANTA CATARINA;6149;2
SAO PAULO;6149;16
ALAGOAS;6157;11
AMAZONAS;6157;2
BAHIA;6157;1
CEARA;6157;3
DISTRITO FEDERAL;6157;1
GOIAS;6157;1
MARANHAO;6157;6
MATO GROSSO;6157;1
MINAS GERAIS;6157;5
PARA;6157;3
PARANA;6157;4
RIO GRANDE DO NORTE;6157;1
RIO GRANDE DO SUL;6157;1
SANTA CATARINA;6157;5
SAO PAULO;6157;20
ACRE;6165;1
AMAZONAS;6165;1
BAHIA;6165;3
DISTRITO FEDERAL;6165;1
GOIAS;6165;2
MARANHAO;6165;2
MINAS GERAIS;6165;4
PARA;6165;1
PARANA;6165;4
PERNAMBUCO;6165;1
RIO DE JANEIRO;6165;1
RIO GRANDE DO SUL;6165;1
RONDONIA;6165;2
SANTA CATARINA;6165;3
SAO PAULO;6165;94
ALAGOAS;6173;9
AMAZONAS;6173;4
CEARA;6173;3
DISTRITO FEDERAL;6173;4
ESPIRITO SANTO;6173;2
GOIAS;6173;12
MATO GROSSO;6173;2
MATO GROSSO DO SUL;6173;2
MINAS GERAIS;6173;16
PARA;6173;8
PARAIBA;6173;1
PARANA;6173;15
PIAUI;6173;1
RIO DE JANEIRO;6173;2
RIO GRANDE DO NORTE;6173;2
RONDONIA;6173;1
RORAIMA;6173;1
SANTA CATARINA;6173;17
SAO PAULO;6173;31
SERGIPE;6173;1
TOCANTINS;6173;1
AMAPA;6181;1
CEARA;6181;2
DISTRITO FEDERAL;6181;4
ESPIRITO SANTO;6181;2
GOIAS;6181;9
MARANHAO;6181;2
MATO GROSSO;6181;1
MATO GROSSO DO SUL;6181;1
MINAS GERAIS;6181;45
PARA;6181;2
PARANA;6181;27
PERNAMBUCO;6181;1
RIO DE JANEIRO;6181;2
RIO GRANDE DO NORTE;6181;9
RIO GRANDE DO SUL;6181;6
RONDONIA;6181;3
RORAIMA;6181;1
SANTA CATARINA;6181;11
SAO PAULO;6181;76
SERGIPE;6181;5
ALAGOAS;6190;2
AMAZONAS;6190;15
DISTRITO FEDERAL;6190;5
MARANHAO;6190;1
MATO GROSSO DO SUL;6190;1
MINAS GERAIS;6190;5
PARANA;6190;3
PERNAMBUCO;6190;2
RIO DE JANEIRO;6190;2
RIO GRANDE DO NORTE;6190;1
RONDONIA;6190;1
SANTA CATARINA;6190;1
SAO PAULO;6190;39
MARANHAO;6203;1
PARANA;6203;1
SANTA CATARINA;6203;1
SAO PAULO;6203;1
BAHIA;6211;1
DISTRITO FEDERAL;6211;1
MATO GROSSO;6211;1
MINAS GERAIS;6211;3
PARANA;6211;13
PIAUI;6211;1
RIO GRANDE DO SUL;6211;1
SANTA CATARINA;6211;2
SAO PAULO;6211;4
PARANA;6220;4
PERNAMBUCO;6220;1
SAO PAULO;6220;1
RIO DE JANEIRO;6254;7
MINAS GERAIS;6262;3
PARA;6262;1
PARANA;6262;1
SANTA CATARINA;6262;1
SAO PAULO;6262;15
ALAGOAS;6270;5
AMAZONAS;6270;1
AMAPA;6270;3
BAHIA;6270;23
CEARA;6270;19
DISTRITO FEDERAL;6270;39
ESPIRITO SANTO;6270;11
GOIAS;6270;286
MATO GROSSO;6270;16
MATO GROSSO DO SUL;6270;5
MINAS GERAIS;6270;112
PARA;6270;7
PARANA;6270;86
PERNAMBUCO;6270;30
PIAUI;6270;2
RIO DE JANEIRO;6270;11
RIO GRANDE DO NORTE;6270;1
RIO GRANDE DO SUL;6270;22
RONDONIA;6270;4
SANTA CATARINA;6270;71
SAO PAULO;6270;167
SERGIPE;6270;3
TOCANTINS;6270;7
GOIAS;6289;3
MINAS GERAIS;6289;5
RIO GRANDE DO NORTE;6289;2
SANTA CATARINA;6289;1
SAO PAULO;6289;15
DISTRITO FEDERAL;6297;1
MATO GROSSO;6297;1
MINAS GERAIS;6297;5
PIAUI;6297;1
SANTA CATARINA;6297;1
SAO PAULO;6297;11
CEARA;6319;1
GOIAS;6319;1
MINAS GERAIS;6319;2
PARANA;6319;3
RIO GRANDE DO NORTE;6319;1
SANTA CATARINA;6319;7
SAO PAULO;6319;18
GOIAS;6327;2
MATO GROSSO;6327;1
MINAS GERAIS;6327;1
SANTA CATARINA;6327;1
SAO PAULO;6327;7
DISTRITO FEDERAL;6335;1
MINAS GERAIS;6335;3
PARANA;6335;3
SANTA CATARINA;6335;1
SAO PAULO;6335;11
CEARA;6343;1
GOIAS;6351;1
PARANA;6351;1
SAO PAULO;6351;4
SANTA CATARINA;6360;1
SAO PAULO;6360;1
GOIAS;6378;2
MINAS GERAIS;6378;2
SANTA CATARINA;6378;7
SAO PAULO;6378;4
SAO PAULO;6386;5
ACRE;6394;2
BAHIA;6394;7
ESPIRITO SANTO;6394;1
GOIAS;6394;4
MARANHAO;6394;1
MATO GROSSO DO SUL;6394;1
MINAS GERAIS;6394;14
PARA;6394;1
PARAIBA;6394;1
PARANA;6394;14
PERNAMBUCO;6394;2
RIO GRANDE DO SUL;6394;2
RONDONIA;6394;1
SANTA CATARINA;6394;8
SAO PAULO;6394;39
ACRE;6408;5
ALAGOAS;6408;13
AMAZONAS;6408;43
BAHIA;6408;22
CEARA;6408;135
DISTRITO FEDERAL;6408;15
ESPIRITO SANTO;6408;9
GOIAS;6408;75
MARANHAO;6408;6
MATO GROSSO;6408;13
MATO GROSSO DO SUL;6408;58
MINAS GERAIS;6408;226
PARA;6408;44
PARAIBA;6408;8
PARANA;6408;172
PERNAMBUCO;6408;363
PIAUI;6408;4
RIO DE JANEIRO;6408;19
RIO GRANDE DO NORTE;6408;8
RIO GRANDE DO SUL;6408;18
RONDONIA;6408;25
RORAIMA;6408;5
SANTA CATARINA;6408;311
SAO PAULO;6408;1425
SERGIPE;6408;7
TOCANTINS;6408;3
GOIAS;6416;3
MINAS GERAIS;6416;1
PARA;6416;2
RIO DE JANEIRO;6416;2
RONDONIA;6416;1
SAO PAULO;6416;4
BAHIA;6432;2
CEARA;6432;3
DISTRITO FEDERAL;6432;7
ESPIRITO SANTO;6432;1
GOIAS;6432;16
MATO GROSSO;6432;2
MINAS GERAIS;6432;19
PARA;6432;1
PARAIBA;6432;1
PARANA;6432;6
PERNAMBUCO;6432;8
RIO GRANDE DO SUL;6432;18
SANTA CATARINA;6432;27
SAO PAULO;6432;33
ALAGOAS;6440;6
BAHIA;6440;2
CEARA;6440;1
DISTRITO FEDERAL;6440;9
MARANHAO;6440;1
MINAS GERAIS;6440;9
PARANA;6440;11
PERNAMBUCO;6440;17
RIO DE JANEIRO;6440;2
RIO GRANDE DO NORTE;6440;1
RORAIMA;6440;4
SANTA CATARINA;6440;4
SAO PAULO;6440;77
BAHIA;6459;1
CEARA;6459;2
DISTRITO FEDERAL;6459;1
ESPIRITO SANTO;6459;1
MATO GROSSO;6459;1
PARANA;6459;7
PIAUI;6459;1
SANTA CATARINA;6459;1
SAO PAULO;6459;12
GOIAS;6467;1
MARANHAO;6467;1
PARA;6467;1
SANTA CATARINA;6467;1
PARANA;6475;1
ACRE;6483;1
AMAZONAS;6483;5
BAHIA;6483;3
CEARA;6483;4
DISTRITO FEDERAL;6483;2
ESPIRITO SANTO;6483;1
GOIAS;6483;10
MARANHAO;6483;16
MATO GROSSO DO SUL;6483;1
MINAS GERAIS;6483;12
PARA;6483;3
PARAIBA;6483;1
PARANA;6483;12
PERNAMBUCO;6483;52
PIAUI;6483;1
RIO DE JANEIRO;6483;7
RIO GRANDE DO NORTE;6483;3
RIO GRANDE DO SUL;6483;1
SANTA CATARINA;6483;10
SAO PAULO;6483;128
SERGIPE;6483;1
TOCANTINS;6483;1
ACRE;6491;1
ALAGOAS;6491;4
AMAZONAS;6491;7
BAHIA;6491;8
CEARA;6491;8
DISTRITO FEDERAL;6491;6
ESPIRITO SANTO;6491;2
GOIAS;6491;17
MARANHAO;6491;18
MATO GROSSO;6491;3
MINAS GERAIS;6491;40
PARA;6491;4
PARAIBA;6491;4
PARANA;6491;18
PERNAMBUCO;6491;71
PIAUI;6491;1
RIO DE JANEIRO;6491;15
RIO GRANDE DO NORTE;6491;1
RIO GRANDE DO SUL;6491;4
SANTA CATARINA;6491;19
SAO PAULO;6491;110
GOIAS;6505;2
MINAS GERAIS;6505;11
PARANA;6505;2
SANTA CATARINA;6505;3
SAO PAULO;6505;5
RIO DE JANEIRO;6513;2
SAO PAULO;6513;2
GOIAS;6521;1
MINAS GERAIS;6521;1
PARANA;6521;1
PERNAMBUCO;6521;2
SAO PAULO;6521;4
ACRE;6530;5
ALAGOAS;6530;10
AMAZONAS;6530;5
BAHIA;6530;131
CEARA;6530;7
DISTRITO FEDERAL;6530;169
ESPIRITO SANTO;6530;30
GOIAS;6530;420
MARANHAO;6530;17
MATO GROSSO;6530;51
MATO GROSSO DO SUL;6530;70
MINAS GERAIS;6530;1381
PARA;6530;8
PARAIBA;6530;3
PARANA;6530;711
PERNAMBUCO;6530;19
PIAUI;6530;2
RIO DE JANEIRO;6530;44
RIO GRANDE DO NORTE;6530;10
RIO GRANDE DO SUL;6530;35
RONDONIA;6530;36
RORAIMA;6530;1
SANTA CATARINA;6530;477
SAO PAULO;6530;3894
SERGIPE;6530;19
TOCANTINS;6530;13
AMAZONAS;6548;4
BAHIA;6548;36
DISTRITO FEDERAL;6548;14
GOIAS;6548;192
MARANHAO;6548;2
MATO GROSSO;6548;4
MATO GROSSO DO SUL;6548;8
MINAS GERAIS;6548;48
PARA;6548;2
PARAIBA;6548;1
PARANA;6548;3
PIAUI;6548;1
RIO DE JANEIRO;6548;16
RIO GRANDE DO NORTE;6548;2
RIO GRANDE DO SUL;6548;3
RONDONIA;6548;4
SANTA CATARINA;6548;45
SAO PAULO;6548;18
SERGIPE;6548;2
ACRE;6556;8
ALAGOAS;6556;36
AMAZONAS;6556;38
AMAPA;6556;10
BAHIA;6556;64
CEARA;6556;67
DISTRITO FEDERAL;6556;22
ESPIRITO SANTO;6556;6
GOIAS;6556;217
MARANHAO;6556;31
MATO GROSSO;6556;55
MATO GROSSO DO SUL;6556;15
MINAS GERAIS;6556;432
PARA;6556;43
PARAIBA;6556;37
PARANA;6556;70
PERNAMBUCO;6556;253
PIAUI;6556;2
RIO DE JANEIRO;6556;42
RIO GRANDE DO NORTE;6556;13
RIO GRANDE DO SUL;6556;13
RONDONIA;6556;71
RORAIMA;6556;27
SANTA CATARINA;6556;191
SAO PAULO;6556;613
SERGIPE;6556;10
TOCANTINS;6556;6
ACRE;6564;1
ALAGOAS;6564;32
AMAZONAS;6564;29
AMAPA;6564;2
BAHIA;6564;95
CEARA;6564;40
DISTRITO FEDERAL;6564;7
ESPIRITO SANTO;6564;19
GOIAS;6564;38
MARANHAO;6564;37
MATO GROSSO;6564;14
MATO GROSSO DO SUL;6564;14
MINAS GERAIS;6564;104
PARA;6564;32
PARAIBA;6564;31
PARANA;6564;54
PERNAMBUCO;6564;40
PIAUI;6564;13
RIO DE JANEIRO;6564;21
RIO GRANDE DO NORTE;6564;7
RIO GRANDE DO SUL;6564;12
RONDONIA;6564;9
RORAIMA;6564;3
SANTA CATARINA;6564;41
SAO PAULO;6564;392
SERGIPE;6564;4
TOCANTINS;6564;5
MATO GROSSO;6572;2
SAO PAULO;6572;2
ACRE;6580;1
ALAGOAS;6580;4
AMAZONAS;6580;12
AMAPA;6580;2
BAHIA;6580;52
CEARA;6580;21
DISTRITO FEDERAL;6580;25
ESPIRITO SANTO;6580;11
GOIAS;6580;114
MARANHAO;6580;62
MATO GROSSO;6580;31
MATO GROSSO DO SUL;6580;20
MINAS GERAIS;6580;180
PARA;6580;49
PARAIBA;6580;14
PARANA;6580;91
PERNAMBUCO;6580;25
PIAUI;6580;2
RIO DE JANEIRO;6580;45
RIO GRANDE DO NORTE;6580;6
RIO GRANDE DO SUL;6580;4
RONDONIA;6580;42
RORAIMA;6580;3
SANTA CATARINA;6580;40
SAO PAULO;6580;621
SERGIPE;6580;3
TOCANTINS;6580;7
ACRE;6599;132
ALAGOAS;6599;561
AMAZONAS;6599;352
AMAPA;6599;244
BAHIA;6599;1635
CEARA;6599;2043
DISTRITO FEDERAL;6599;1311
ESPIRITO SANTO;6599;615
GOIAS;6599;5117
MARANHAO;6599;297
MATO GROSSO;6599;993
MATO GROSSO DO SUL;6599;775
MINAS GERAIS;6599;6915
PARA;6599;1807
PARAIBA;6599;466
PARANA;6599;2623
PERNAMBUCO;6599;1971
PIAUI;6599;47
RIO DE JANEIRO;6599;973
RIO GRANDE DO NORTE;6599;460
RIO GRANDE DO SUL;6599;183
RONDONIA;6599;1169
RORAIMA;6599;292
SANTA CATARINA;6599;3422
SAO PAULO;6599;19429
SERGIPE;6599;209
TOCANTINS;6599;80
ACRE;6602;8
ALAGOAS;6602;12
AMAZONAS;6602;26
AMAPA;6602;2
BAHIA;6602;91
CEARA;6602;210
DISTRITO FEDERAL;6602;48
ESPIRITO SANTO;6602;17
GOIAS;6602;328
MARANHAO;6602;31
MATO GROSSO;6602;98
MATO GROSSO DO SUL;6602;37
MINAS GERAIS;6602;469
PARA;6602;49
PARAIBA;6602;13
PARANA;6602;358
PERNAMBUCO;6602;179
PIAUI;6602;12
RIO DE JANEIRO;6602;79
RIO GRANDE DO NORTE;6602;9
RIO GRANDE DO SUL;6602;60
RONDONIA;6602;17
RORAIMA;6602;10
SANTA CATARINA;6602;269
SAO PAULO;6602;2146
SERGIPE;6602;13
TOCANTINS;6602;9
ACRE;6610;4
ALAGOAS;6610;28
AMAZONAS;6610;18
AMAPA;6610;1
BAHIA;6610;58
CEARA;6610;30
DISTRITO FEDERAL;6610;84
ESPIRITO SANTO;6610;18
GOIAS;6610;316
MARANHAO;6610;14
MATO GROSSO;6610;30
MATO GROSSO DO SUL;6610;73
MINAS GERAIS;6610;307
PARA;6610;15
PARAIBA;6610;9
PARANA;6610;223
PERNAMBUCO;6610;160
PIAUI;6610;5
RIO DE JANEIRO;6610;15
RIO GRANDE DO NORTE;6610;5
RIO GRANDE DO SUL;6610;44
RONDONIA;6610;29
RORAIMA;6610;15
SANTA CATARINA;6610;417
SAO PAULO;6610;722
SERGIPE;6610;15
TOCANTINS;6610;4
ALAGOAS;6629;8
CEARA;6629;8
DISTRITO FEDERAL;6629;1
ESPIRITO SANTO;6629;8
GOIAS;6629;6
MINAS GERAIS;6629;2
PARAIBA;6629;2
PARANA;6629;2
PERNAMBUCO;6629;25
PIAUI;6629;1
RIO DE JANEIRO;6629;12
RIO GRANDE DO NORTE;6629;4
SANTA CATARINA;6629;19
SAO PAULO;6629;8
ACRE;6637;27
ALAGOAS;6637;44
AMAZONAS;6637;71
AMAPA;6637;12
BAHIA;6637;248
CEARA;6637;203
DISTRITO FEDERAL;6637;189
ESPIRITO SANTO;6637;77
GOIAS;6637;904
MARANHAO;6637;193
MATO GROSSO;6637;134
MATO GROSSO DO SUL;6637;136
MINAS GERAIS;6637;1285
PARA;6637;127
PARAIBA;6637;200
PARANA;6637;522
PERNAMBUCO;6637;293
PIAUI;6637;19
RIO DE JANEIRO;6637;88
RIO GRANDE DO NORTE;6637;39
RIO GRANDE DO SUL;6637;128
RONDONIA;6637;74
RORAIMA;6637;12
SANTA CATARINA;6637;867
SAO PAULO;6637;4975
SERGIPE;6637;74
TOCANTINS;6637;46
ACRE;6645;3
ALAGOAS;6645;22
AMAZONAS;6645;8
AMAPA;6645;3
BAHIA;6645;202
CEARA;6645;58
DISTRITO FEDERAL;6645;43
ESPIRITO SANTO;6645;46
GOIAS;6645;397
MARANHAO;6645;22
MATO GROSSO;6645;76
MATO GROSSO DO SUL;6645;110
MINAS GERAIS;6645;366
PARA;6645;60
PARAIBA;6645;17
PARANA;6645;379
PERNAMBUCO;6645;106
PIAUI;6645;12
RIO DE JANEIRO;6645;55
RIO GRANDE DO NORTE;6645;18
RIO GRANDE DO SUL;6645;123
RONDONIA;6645;46
RORAIMA;6645;43
SANTA CATARINA;6645;372
SAO PAULO;6645;1201
SERGIPE;6645;35
TOCANTINS;6645;41
ACRE;6653;14
ALAGOAS;6653;14
AMAZONAS;6653;15
AMAPA;6653;9
BAHIA;6653;62
CEARA;6653;46
DISTRITO FEDERAL;6653;61
ESPIRITO SANTO;6653;31
GOIAS;6653;335
MARANHAO;6653;59
MATO GROSSO;6653;102
MATO GROSSO DO SUL;6653;20
MINAS GERAIS;6653;463
PARA;6653;16
PARAIBA;6653;22
PARANA;6653;277
PERNAMBUCO;6653;32
PIAUI;6653;2
RIO DE JANEIRO;6653;8
RIO GRANDE DO NORTE;6653;21
RIO GRANDE DO SUL;6653;26
RONDONIA;6653;110
RORAIMA;6653;11
SANTA CATARINA;6653;288
SAO PAULO;6653;1155
SERGIPE;6653;8
TOCANTINS;6653;6
ACRE;6661;1
ALAGOAS;6661;7
AMAZONAS;6661;2
BAHIA;6661;16
CEARA;6661;29
DISTRITO FEDERAL;6661;3
ESPIRITO SANTO;6661;2
GOIAS;6661;98
MARANHAO;6661;2
MATO GROSSO;6661;13
MATO GROSSO DO SUL;6661;4
MINAS GERAIS;6661;14
PARA;6661;10
PARANA;6661;13
PERNAMBUCO;6661;26
PIAUI;6661;5
RIO DE JANEIRO;6661;1
RIO GRANDE DO NORTE;6661;2
RIO GRANDE DO SUL;6661;8
RONDONIA;6661;10
RORAIMA;6661;3
SANTA CATARINA;6661;41
SAO PAULO;6661;102
SERGIPE;6661;5
TOCANTINS;6661;2
ACRE;6670;4
ALAGOAS;6670;99
AMAZONAS;6670;9
AMAPA;6670;2
BAHIA;6670;66
CEARA;6670;164
DISTRITO FEDERAL;6670;45
ESPIRITO SANTO;6670;16
GOIAS;6670;119
MARANHAO;6670;21
MATO GROSSO;6670;23
MATO GROSSO DO SUL;6670;27
MINAS GERAIS;6670;450
PARA;6670;45
PARAIBA;6670;33
PARANA;6670;103
PERNAMBUCO;6670;186
PIAUI;6670;9
RIO DE JANEIRO;6670;24
RIO GRANDE DO NORTE;6670;19
RIO GRANDE DO SUL;6670;73
RONDONIA;6670;40
RORAIMA;6670;28
SANTA CATARINA;6670;347
SAO PAULO;6670;475
SERGIPE;6670;22
TOCANTINS;6670;6
ALAGOAS;6688;1
AMAZONAS;6688;1
BAHIA;6688;10
CEARA;6688;5
DISTRITO FEDERAL;6688;1
ESPIRITO SANTO;6688;6
GOIAS;6688;36
MARANHAO;6688;7
MATO GROSSO;6688;2
MATO GROSSO DO SUL;6688;16
MINAS GERAIS;6688;25
PARA;6688;13
PARAIBA;6688;1
PARANA;6688;12
PERNAMBUCO;6688;15
PIAUI;6688;3
RIO DE JANEIRO;6688;4
RIO GRANDE DO NORTE;6688;4
RIO GRANDE DO SUL;6688;6
RONDONIA;6688;3
SANTA CATARINA;6688;24
SAO PAULO;6688;61
SERGIPE;6688;3
TOCANTINS;6688;2
BAHIA;6696;4
MATO GROSSO DO SUL;6696;1
MINAS GERAIS;6696;7
PARANA;6696;3
PERNAMBUCO;6696;1
SANTA CATARINA;6696;9
SAO PAULO;6696;13
ACRE;6700;9
ALAGOAS;6700;42
AMAZONAS;6700;11
AMAPA;6700;9
BAHIA;6700;185
CEARA;6700;18
DISTRITO FEDERAL;6700;72
ESPIRITO SANTO;6700;23
GOIAS;6700;132
MARANHAO;6700;41
MATO GROSSO;6700;137
MATO GROSSO DO SUL;6700;16
MINAS GERAIS;6700;335
PARA;6700;45
PARAIBA;6700;21
PARANA;6700;110
PERNAMBUCO;6700;38
PIAUI;6700;9
RIO DE JANEIRO;6700;41
RIO GRANDE DO NORTE;6700;19
RIO GRANDE DO SUL;6700;106
RONDONIA;6700;102
RORAIMA;6700;5
SANTA CATARINA;6700;515
SAO PAULO;6700;947
SERGIPE;6700;49
TOCANTINS;6700;14
GOIAS;6718;1
RIO DE JANEIRO;6718;1
SAO PAULO;6718;1
ACRE;6726;32
ALAGOAS;6726;89
AMAZONAS;6726;190
AMAPA;6726;5
BAHIA;6726;184
CEARA;6726;159
DISTRITO FEDERAL;6726;80
ESPIRITO SANTO;6726;81
GOIAS;6726;725
MARANHAO;6726;31
MATO GROSSO;6726;66
MATO GROSSO DO SUL;6726;148
MINAS GERAIS;6726;1512
PARA;6726;156
PARAIBA;6726;34
PARANA;6726;555
PERNAMBUCO;6726;327
PIAUI;6726;20
RIO DE JANEIRO;6726;238
RIO GRANDE DO NORTE;6726;23
RIO GRANDE DO SUL;6726;120
RONDONIA;6726;61
RORAIMA;6726;8
SANTA CATARINA;6726;1138
SAO PAULO;6726;10645
SERGIPE;6726;34
TOCANTINS;6726;23
SAO PAULO;6734;1
AMAZONAS;6742;1
MINAS GERAIS;6742;4
PARA;6742;1
PERNAMBUCO;6742;1
RIO GRANDE DO NORTE;6742;2
ACRE;6750;2
ALAGOAS;6750;4
BAHIA;6750;41
CEARA;6750;4
DISTRITO FEDERAL;6750;9
ESPIRITO SANTO;6750;10
GOIAS;6750;147
MARANHAO;6750;5
MATO GROSSO;6750;24
MATO GROSSO DO SUL;6750;59
MINAS GERAIS;6750;80
PARA;6750;9
PARAIBA;6750;3
PARANA;6750;104
PERNAMBUCO;6750;2
PIAUI;6750;1
RIO DE JANEIRO;6750;9
RIO GRANDE DO NORTE;6750;3
