UF;Codigo da Infracao;Quantidade
PARA;6947;3
PARAIBA;6947;1
PARANA;6947;8
RIO GRANDE DO SUL;6947;2
RONDONIA;6947;2
RORAIMA;6947;2
SAO PAULO;6947;45
BAHIA;6955;2
DISTRITO FEDERAL;6955;1
MINAS GERAIS;6955;2
PARANA;6955;1
SAO PAULO;6955;1
BAHIA;6963;1
GOIAS;6963;2
MINAS GERAIS;6963;2
PARANA;6963;2
RIO DE JANEIRO;6963;1
RIO GRANDE DO SUL;6963;1
SANTA CATARINA;6963;2
SAO PAULO;6963;15
BAHIA;6971;1
MARANHAO;6971;1
MINAS GERAIS;6971;7
PARA;6971;34
PARANA;6971;1
SAO PAULO;6971;2
TOCANTINS;6971;2
ACRE;6980;1
ALAGOAS;6980;1
AMAZONAS;6980;1
AMAPA;6980;1
BAHIA;6980;4
CEARA;6980;2
ESPIRITO SANTO;6980;3
GOIAS;6980;18
MATO GROSSO;6980;10
MATO GROSSO DO SUL;6980;10
MINAS GERAIS;6980;27
PARA;6980;5
PARANA;6980;36
PERNAMBUCO;6980;2
PIAUI;6980;1
RIO DE JANEIRO;6980;1
RIO GRANDE DO SUL;6980;9
RONDONIA;6980;2
RORAIMA;6980;1
SANTA CATARINA;6980;33
SAO PAULO;6980;82
SERGIPE;6980;2
TOCANTINS;6980;3
BAHIA;7005;2
ALAGOAS;7030;6
AMAZONAS;7030;3
AMAPA;7030;7
BAHIA;7030;199
CEARA;7030;43
DISTRITO FEDERAL;7030;6
ESPIRITO SANTO;7030;2
GOIAS;7030;3
MARANHAO;7030;4
MATO GROSSO;7030;1
MINAS GERAIS;7030;147
PARA;7030;1723
PARAIBA;7030;86
PARANA;7030;1
PERNAMBUCO;7030;14
PIAUI;7030;171
RIO DE JANEIRO;7030;5
RIO GRANDE DO NORTE;7030;11
RONDONIA;7030;3
SANTA CATARINA;7030;1
SAO PAULO;7030;214
SERGIPE;7030;69
TOCANTINS;7030;10
ALAGOAS;7048;2
AMAPA;7048;4
BAHIA;7048;102
CEARA;7048;60
DISTRITO FEDERAL;7048;5
ESPIRITO SANTO;7048;1
GOIAS;7048;3
MARANHAO;7048;8
MATO GROSSO DO SUL;7048;1
MINAS GERAIS;7048;69
PARA;7048;1096
PARAIBA;7048;163
PERNAMBUCO;7048;12
PIAUI;7048;133
RIO DE JANEIRO;7048;4
RIO GRANDE DO NORTE;7048;9
RONDONIA;7048;25
RORAIMA;7048;1
SAO PAULO;7048;170
SERGIPE;7048;91
TOCANTINS;7048;16
ALAGOAS;7056;1
BAHIA;7056;1
CEARA;7056;1
GOIAS;7056;2
MATO GROSSO;7056;1
MINAS GERAIS;7056;80
PARANA;7056;2
PIAUI;7056;1
RIO GRANDE DO NORTE;7056;3
RONDONIA;7056;6
SAO PAULO;7056;226
SERGIPE;7056;1
BAHIA;7064;13
DISTRITO FEDERAL;7064;3
GOIAS;7064;2
MATO GROSSO DO SUL;7064;1
MINAS GERAIS;7064;47
PARA;7064;18
PARAIBA;7064;6
PARANA;7064;4
PERNAMBUCO;7064;1
RIO DE JANEIRO;7064;1
RIO GRANDE DO NORTE;7064;28
RIO GRANDE DO SUL;7064;1
SANTA CATARINA;7064;2
SAO PAULO;7064;138
TOCANTINS;7064;6
BAHIA;7072;2
GOIAS;7072;1
MATO GROSSO;7072;1
MINAS GERAIS;7072;17
PARA;7072;23
PARAIBA;7072;1
PERNAMBUCO;7072;1
RIO GRANDE DO NORTE;7072;2
RONDONIA;7072;7
SAO PAULO;7072;16
SERGIPE;7072;2
TOCANTINS;7072;5
BAHIA;7099;1
DISTRITO FEDERAL;7099;1
MINAS GERAIS;7099;24
RONDONIA;7099;1
SAO PAULO;7099;48
TOCANTINS;7099;2
BAHIA;7102;2
MINAS GERAIS;7102;9
PARA;7102;1
SAO PAULO;7102;4
SERGIPE;7102;1
MINAS GERAIS;7153;1
SAO PAULO;7153;1
TOCANTINS;7153;1
SAO PAULO;7161;2
SAO PAULO;7188;1
PARA;7196;1
ALAGOAS;7218;2
BAHIA;7218;165
CEARA;7218;1
DISTRITO FEDERAL;7218;7
GOIAS;7218;5
MINAS GERAIS;7218;24
PARAIBA;7218;2
PARANA;7218;2
PERNAMBUCO;7218;2
RIO DE JANEIRO;7218;1
RIO GRANDE DO NORTE;7218;2
RIO GRANDE DO SUL;7218;1
SAO PAULO;7218;18
SERGIPE;7218;1
TOCANTINS;7218;2
AMAZONAS;7234;1
BAHIA;7234;7
CEARA;7234;2
DISTRITO FEDERAL;7234;48
GOIAS;7234;6
MATO GROSSO;7234;2
MINAS GERAIS;7234;72
PARA;7234;13
PARAIBA;7234;1
PARANA;7234;5
PERNAMBUCO;7234;2
PIAUI;7234;2
RIO DE JANEIRO;7234;2
RIO GRANDE DO NORTE;7234;47
RIO GRANDE DO SUL;7234;4
RONDONIA;7234;1
RORAIMA;7234;1
SANTA CATARINA;7234;1
SAO PAULO;7234;300
TOCANTINS;7234;51
ACRE;7242;1
ALAGOAS;7242;12
AMAZONAS;7242;4
BAHIA;7242;1988
CEARA;7242;22
DISTRITO FEDERAL;7242;207
ESPIRITO SANTO;7242;62
GOIAS;7242;122
MARANHAO;7242;13
MATO GROSSO;7242;54
MATO GROSSO DO SUL;7242;123
MINAS GERAIS;7242;1091
PARA;7242;14
PARAIBA;7242;17
PARANA;7242;219
PERNAMBUCO;7242;67
PIAUI;7242;11
RIO DE JANEIRO;7242;120
RIO GRANDE DO NORTE;7242;28
RIO GRANDE DO SUL;7242;51
RONDONIA;7242;23
RORAIMA;7242;2
SANTA CATARINA;7242;94
SAO PAULO;7242;3972
SERGIPE;7242;32
TOCANTINS;7242;12
MINAS GERAIS;7250;5
SAO PAULO;7250;2
GOIAS;7269;1
MINAS GERAIS;7269;1
SAO PAULO;7269;2
ACRE;7277;1
BAHIA;7277;1
DISTRITO FEDERAL;7277;4
MATO GROSSO DO SUL;7277;4
MINAS GERAIS;7277;7
PARANA;7277;5
RIO DE JANEIRO;7277;3
RIO GRANDE DO SUL;7277;1
SAO PAULO;7277;64
BAHIA;7285;2
CEARA;7285;3
DISTRITO FEDERAL;7285;18
MATO GROSSO;7285;1
MINAS GERAIS;7285;8
PARA;7285;1
PARAIBA;7285;1
PARANA;7285;1
SANTA CATARINA;7285;1
SAO PAULO;7285;5
TOCANTINS;7285;3
BAHIA;7293;1
MINAS GERAIS;7293;29
PARA;7293;19
PARANA;7293;2
RIO GRANDE DO SUL;7293;3
SAO PAULO;7293;16
MINAS GERAIS;7307;2
PARANA;7307;1
BAHIA;7315;10
DISTRITO FEDERAL;7315;8
ESPIRITO SANTO;7315;1
GOIAS;7315;1
MATO GROSSO;7315;1
MATO GROSSO DO SUL;7315;1
MINAS GERAIS;7315;47
PARA;7315;3
PARANA;7315;3
PERNAMBUCO;7315;1
RIO DE JANEIRO;7315;1
RIO GRANDE DO NORTE;7315;3
RIO GRANDE DO SUL;7315;1
RONDONIA;7315;1
SAO PAULO;7315;89
BAHIA;7323;4
DISTRITO FEDERAL;7323;1
GOIAS;7323;1
MINAS GERAIS;7323;12
PARA;7323;6
SAO PAULO;7323;3
TOCANTINS;7323;1
MINAS GERAIS;7331;2
AMAPA;7340;1
BAHIA;7340;313
CEARA;7340;27
DISTRITO FEDERAL;7340;20
ESPIRITO SANTO;7340;19
GOIAS;7340;12
MARANHAO;7340;5
MATO GROSSO;7340;5
MATO GROSSO DO SUL;7340;4
MINAS GERAIS;7340;1164
PARA;7340;237
PARAIBA;7340;6
PARANA;7340;10
PERNAMBUCO;7340;8
PIAUI;7340;3
RIO DE JANEIRO;7340;11
RIO GRANDE DO NORTE;7340;7
RIO GRANDE DO SUL;7340;2
RONDONIA;7340;2
SANTA CATARINA;7340;10
SAO PAULO;7340;209
SERGIPE;7340;5
TOCANTINS;7340;350
BAHIA;7358;6
CEARA;7358;1
DISTRITO FEDERAL;7358;4
MATO GROSSO;7358;1
MINAS GERAIS;7358;24
PARA;7358;3
PARANA;7358;3
PIAUI;7358;1
SANTA CATARINA;7358;1
SAO PAULO;7358;18
TOCANTINS;7358;28
ALAGOAS;7366;2
AMAPA;7366;4
BAHIA;7366;69
CEARA;7366;27
DISTRITO FEDERAL;7366;43
ESPIRITO SANTO;7366;6
GOIAS;7366;24
MARANHAO;7366;5
MATO GROSSO;7366;8
MATO GROSSO DO SUL;7366;12
MINAS GERAIS;7366;1201
PARA;7366;260
PARAIBA;7366;17
PARANA;7366;39
PERNAMBUCO;7366;9
PIAUI;7366;20
RIO DE JANEIRO;7366;12
RIO GRANDE DO NORTE;7366;36
RIO GRANDE DO SUL;7366;13
RONDONIA;7366;83
SANTA CATARINA;7366;22
SAO PAULO;7366;1769
SERGIPE;7366;6
TOCANTINS;7366;145
BAHIA;7374;2
GOIAS;7374;1
MINAS GERAIS;7374;15
PARA;7374;14
PARANA;7374;1
SANTA CATARINA;7374;1
SAO PAULO;7374;14
ACRE;7455;41
ALAGOAS;7455;175
AMAZONAS;7455;203
AMAPA;7455;205
BAHIA;7455;6052
CEARA;7455;833
DISTRITO FEDERAL;7455;6673
ESPIRITO SANTO;7455;776
GOIAS;7455;2752
MARANHAO;7455;575
MATO GROSSO;7455;1775
MATO GROSSO DO SUL;7455;2138
MINAS GERAIS;7455;69193
PARA;7455;36177
PARAIBA;7455;257
PARANA;7455;8022
PERNAMBUCO;7455;500
PIAUI;7455;172
RIO DE JANEIRO;7455;2622
RIO GRANDE DO NORTE;7455;2504
RIO GRANDE DO SUL;7455;1378
RONDONIA;7455;312
RORAIMA;7455;90
SANTA CATARINA;7455;3537
SAO PAULO;7455;142347
SERGIPE;7455;261
TOCANTINS;7455;5036
ACRE;7463;8
ALAGOAS;7463;21
AMAZONAS;7463;31
AMAPA;7463;46
BAHIA;7463;1278
CEARA;7463;163
DISTRITO FEDERAL;7463;645
ESPIRITO SANTO;7463;133
GOIAS;7463;506
MARANHAO;7463;127
MATO GROSSO;7463;421
MATO GROSSO DO SUL;7463;343
MINAS GERAIS;7463;8876
PARA;7463;5678
PARAIBA;7463;41
PARANA;7463;1320
PERNAMBUCO;7463;83
PIAUI;7463;27
RIO DE JANEIRO;7463;359
RIO GRANDE DO NORTE;7463;316
RIO GRANDE DO SUL;7463;171
RONDONIA;7463;58
RORAIMA;7463;20
SANTA CATARINA;7463;464
SAO PAULO;7463;20227
SERGIPE;7463;72
TOCANTINS;7463;771
ALAGOAS;7471;8
AMAZONAS;7471;4
AMAPA;7471;5
BAHIA;7471;118
CEARA;7471;17
DISTRITO FEDERAL;7471;72
ESPIRITO SANTO;7471;12
GOIAS;7471;34
MARANHAO;7471;10
MATO GROSSO;7471;31
MATO GROSSO DO SUL;7471;61
MINAS GERAIS;7471;744
PARA;7471;445
PARAIBA;7471;4
PARANA;7471;139
PERNAMBUCO;7471;6
PIAUI;7471;3
RIO DE JANEIRO;7471;23
RIO GRANDE DO NORTE;7471;19
RIO GRANDE DO SUL;7471;15
RONDONIA;7471;6
RORAIMA;7471;1
SANTA CATARINA;7471;39
SAO PAULO;7471;1769
SERGIPE;7471;7
TOCANTINS;7471;106
MINAS GERAIS;7552;15
PARA;7552;59
BAHIA;7560;1
CEARA;7560;3
DISTRITO FEDERAL;7560;1
ESPIRITO SANTO;7560;1
GOIAS;7560;1
MATO GROSSO;7560;1
MINAS GERAIS;7560;2
PARAIBA;7560;1
PARANA;7560;4
PERNAMBUCO;7560;1
RIO GRANDE DO NORTE;7560;1
RIO GRANDE DO SUL;7560;1
RONDONIA;7560;2
SANTA CATARINA;7560;7
SAO PAULO;7560;1
ACRE;7579;2
ALAGOAS;7579;3
AMAZONAS;7579;3
BAHIA;7579;77
CEARA;7579;4
DISTRITO FEDERAL;7579;62
ESPIRITO SANTO;7579;4
GOIAS;7579;11
MATO GROSSO;7579;5
MATO GROSSO DO SUL;7579;15
MINAS GERAIS;7579;270
PARA;7579;1
PARAIBA;7579;2
PARANA;7579;49
PERNAMBUCO;7579;3
PIAUI;7579;4
RIO DE JANEIRO;7579;18
RIO GRANDE DO NORTE;7579;1
RIO GRANDE DO SUL;7579;3
RONDONIA;7579;1
RORAIMA;7579;2
SANTA CATARINA;7579;24
SAO PAULO;7579;1205
SERGIPE;7579;3
TOCANTINS;7579;19
ACRE;7587;1
ALAGOAS;7587;1
AMAZONAS;7587;1
AMAPA;7587;1
BAHIA;7587;5
CEARA;7587;59
DISTRITO FEDERAL;7587;28
ESPIRITO SANTO;7587;4
GOIAS;7587;6
MARANHAO;7587;3
MATO GROSSO;7587;2
MINAS GERAIS;7587;631
PARA;7587;102
PARAIBA;7587;7
PARANA;7587;25
PERNAMBUCO;7587;10
PIAUI;7587;2
RIO DE JANEIRO;7587;8
RIO GRANDE DO NORTE;7587;183
RIO GRANDE DO SUL;7587;6
RONDONIA;7587;2
SANTA CATARINA;7587;7
SAO PAULO;7587;1415
SERGIPE;7587;1
MINAS GERAIS;7617;2
PARA;7617;1
SAO PAULO;7617;15
ALAGOAS;7625;1
AMAZONAS;7625;1
BAHIA;7625;8
CEARA;7625;86
DISTRITO FEDERAL;7625;2
ESPIRITO SANTO;7625;4
GOIAS;7625;2
MARANHAO;7625;1
MATO GROSSO;7625;1
MATO GROSSO DO SUL;7625;2
MINAS GERAIS;7625;668
PARA;7625;31
PARAIBA;7625;30
PARANA;7625;4
PERNAMBUCO;7625;8
PIAUI;7625;5
RIO DE JANEIRO;7625;7
RIO GRANDE DO NORTE;7625;189
RIO GRANDE DO SUL;7625;1
RONDONIA;7625;14
RORAIMA;7625;4
SANTA CATARINA;7625;2
SAO PAULO;7625;661
SERGIPE;7625;7
TOCANTINS;7625;27
ALAGOAS;7633;4
AMAZONAS;7633;5
AMAPA;7633;1
BAHIA;7633;47
CEARA;7633;23
DISTRITO FEDERAL;7633;335
ESPIRITO SANTO;7633;25
GOIAS;7633;77
MARANHAO;7633;13
MATO GROSSO;7633;16
MATO GROSSO DO SUL;7633;25
MINAS GERAIS;7633;3936
PARA;7633;548
PARAIBA;7633;64
PARANA;7633;164
PERNAMBUCO;7633;36
PIAUI;7633;19
RIO DE JANEIRO;7633;44
RIO GRANDE DO NORTE;7633;454
RIO GRANDE DO SUL;7633;34
RONDONIA;7633;156
RORAIMA;7633;4
SANTA CATARINA;7633;65
SAO PAULO;7633;7631
SERGIPE;7633;11
TOCANTINS;7633;168
