UF;Codigo da Infracao;Quantidade
MATO GROSSO;5509;111
MATO GROSSO DO SUL;5509;65
MINAS GERAIS;5509;2353
PARA;5509;120
PARAIBA;5509;91
PARANA;5509;196
PERNAMBUCO;5509;314
PIAUI;5509;165
RIO DE JANEIRO;5509;1615
RIO GRANDE DO NORTE;5509;190
RIO GRANDE DO SUL;5509;251
RONDONIA;5509;29
RORAIMA;5509;8
SANTA CATARINA;5509;230
SAO PAULO;5509;3650
SERGIPE;5509;35
TOCANTINS;5509;7
ACRE;5517;1
AMAZONAS;5517;2
BAHIA;5517;42
CEARA;5517;7
ESPIRITO SANTO;5517;7
GOIAS;5517;2
MATO GROSSO DO SUL;5517;1
MINAS GERAIS;5517;53
PARA;5517;1
PARAIBA;5517;1
PARANA;5517;2
PIAUI;5517;5
RIO DE JANEIRO;5517;200
RIO GRANDE DO NORTE;5517;3
RIO GRANDE DO SUL;5517;5
RONDONIA;5517;1
SANTA CATARINA;5517;11
SAO PAULO;5517;94
SERGIPE;5517;8
ACRE;5525;26
ALAGOAS;5525;80
AMAZONAS;5525;27
AMAPA;5525;3
BAHIA;5525;251
CEARA;5525;202
DISTRITO FEDERAL;5525;249
ESPIRITO SANTO;5525;170
GOIAS;5525;607
MARANHAO;5525;67
MATO GROSSO;5525;94
MATO GROSSO DO SUL;5525;49
MINAS GERAIS;5525;1238
PARA;5525;75
PARAIBA;5525;35
PARANA;5525;373
PERNAMBUCO;5525;402
PIAUI;5525;61
RIO DE JANEIRO;5525;404
RIO GRANDE DO NORTE;5525;176
RIO GRANDE DO SUL;5525;319
RONDONIA;5525;38
RORAIMA;5525;29
SANTA CATARINA;5525;848
SAO PAULO;5525;4039
SERGIPE;5525;76
TOCANTINS;5525;17
BAHIA;5533;2
RIO DE JANEIRO;5533;3
RIO GRANDE DO SUL;5533;2
SAO PAULO;5533;3
ACRE;5541;28
ALAGOAS;5541;512
AMAZONAS;5541;1134
AMAPA;5541;108
BAHIA;5541;8158
CEARA;5541;6133
DISTRITO FEDERAL;5541;722
ESPIRITO SANTO;5541;2020
GOIAS;5541;8424
MARANHAO;5541;272
MATO GROSSO;5541;696
MATO GROSSO DO SUL;5541;2008
MINAS GERAIS;5541;34151
PARA;5541;379
PARAIBA;5541;1784
PARANA;5541;15453
PERNAMBUCO;5541;10156
PIAUI;5541;648
RIO DE JANEIRO;5541;10116
RIO GRANDE DO NORTE;5541;1313
RIO GRANDE DO SUL;5541;5933
RONDONIA;5541;148
RORAIMA;5541;90
SANTA CATARINA;5541;17586
SAO PAULO;5541;82622
SERGIPE;5541;471
TOCANTINS;5541;146
ACRE;5550;47
ALAGOAS;5550;886
AMAZONAS;5550;1307
AMAPA;5550;49
BAHIA;5550;3467
CEARA;5550;12021
DISTRITO FEDERAL;5550;992
ESPIRITO SANTO;5550;1320
GOIAS;5550;5575
MARANHAO;5550;800
MATO GROSSO;5550;882
MATO GROSSO DO SUL;5550;682
MINAS GERAIS;5550;11615
PARA;5550;765
PARAIBA;5550;3733
PARANA;5550;3206
PERNAMBUCO;5550;9672
PIAUI;5550;2588
RIO DE JANEIRO;5550;7522
RIO GRANDE DO NORTE;5550;1582
RIO GRANDE DO SUL;5550;4345
RONDONIA;5550;134
RORAIMA;5550;60
SANTA CATARINA;5550;4771
SAO PAULO;5550;55457
SERGIPE;5550;750
TOCANTINS;5550;111
ACRE;5568;13
ALAGOAS;5568;395
AMAZONAS;5568;137
AMAPA;5568;173
BAHIA;5568;924
CEARA;5568;637
DISTRITO FEDERAL;5568;1173
ESPIRITO SANTO;5568;322
GOIAS;5568;9809
MARANHAO;5568;138
MATO GROSSO;5568;335
MATO GROSSO DO SUL;5568;312
MINAS GERAIS;5568;6900
PARA;5568;228
PARAIBA;5568;699
PARANA;5568;1558
PERNAMBUCO;5568;1532
PIAUI;5568;554
RIO DE JANEIRO;5568;2911
RIO GRANDE DO NORTE;5568;254
RIO GRANDE DO SUL;5568;1577
RONDONIA;5568;95
RORAIMA;5568;10
SANTA CATARINA;5568;2300
SAO PAULO;5568;19003
SERGIPE;5568;114
TOCANTINS;5568;79
ACRE;5576;1
ALAGOAS;5576;1
AMAZONAS;5576;4
AMAPA;5576;2
BAHIA;5576;25
CEARA;5576;15
DISTRITO FEDERAL;5576;8
ESPIRITO SANTO;5576;3
GOIAS;5576;100
MARANHAO;5576;2
MATO GROSSO;5576;1
MINAS GERAIS;5576;76
PARA;5576;12
PARAIBA;5576;5
PARANA;5576;2
PERNAMBUCO;5576;5
PIAUI;5576;7
RIO DE JANEIRO;5576;104
RIO GRANDE DO NORTE;5576;2
RIO GRANDE DO SUL;5576;18
RONDONIA;5576;1
SANTA CATARINA;5576;19
SAO PAULO;5576;163
SERGIPE;5576;3
ALAGOAS;5584;1
BAHIA;5584;13
CEARA;5584;5
DISTRITO FEDERAL;5584;4
GOIAS;5584;38
MATO GROSSO;5584;5
MINAS GERAIS;5584;94
PARANA;5584;9
PERNAMBUCO;5584;2
PIAUI;5584;2
RIO DE JANEIRO;5584;35
RIO GRANDE DO SUL;5584;11
SANTA CATARINA;5584;6
SAO PAULO;5584;369
SERGIPE;5584;2
ACRE;5592;1
ALAGOAS;5592;12
AMAZONAS;5592;48
BAHIA;5592;114
CEARA;5592;130
DISTRITO FEDERAL;5592;18
ESPIRITO SANTO;5592;17
GOIAS;5592;227
MARANHAO;5592;17
MATO GROSSO;5592;22
MATO GROSSO DO SUL;5592;17
MINAS GERAIS;5592;1155
PARA;5592;24
PARAIBA;5592;18
PARANA;5592;178
PERNAMBUCO;5592;177
PIAUI;5592;51
RIO DE JANEIRO;5592;239
RIO GRANDE DO NORTE;5592;43
RIO GRANDE DO SUL;5592;248
RONDONIA;5592;11
RORAIMA;5592;4
SANTA CATARINA;5592;44
SAO PAULO;5592;4058
SERGIPE;5592;41
TOCANTINS;5592;9
ALAGOAS;5606;1
AMAZONAS;5606;1
BAHIA;5606;11
CEARA;5606;3
DISTRITO FEDERAL;5606;10
ESPIRITO SANTO;5606;2
GOIAS;5606;70
MARANHAO;5606;1
MATO GROSSO;5606;2
MATO GROSSO DO SUL;5606;2
MINAS GERAIS;5606;136
PARA;5606;4
PARANA;5606;15
PERNAMBUCO;5606;13
PIAUI;5606;3
RIO DE JANEIRO;5606;471
RIO GRANDE DO NORTE;5606;1
RIO GRANDE DO SUL;5606;5
RONDONIA;5606;5
SANTA CATARINA;5606;15
SAO PAULO;5606;50
SERGIPE;5606;4
TOCANTINS;5606;3
ALAGOAS;5614;1
AMAPA;5614;8
BAHIA;5614;27
CEARA;5614;31
DISTRITO FEDERAL;5614;43
ESPIRITO SANTO;5614;7
GOIAS;5614;46
MARANHAO;5614;4
MATO GROSSO;5614;11
MATO GROSSO DO SUL;5614;23
MINAS GERAIS;5614;182
PARA;5614;14
PARAIBA;5614;5
PARANA;5614;71
PERNAMBUCO;5614;49
PIAUI;5614;3
RIO DE JANEIRO;5614;468
RIO GRANDE DO NORTE;5614;29
RIO GRANDE DO SUL;5614;26
RORAIMA;5614;1
SANTA CATARINA;5614;97
SAO PAULO;5614;240
SERGIPE;5614;24
TOCANTINS;5614;2
ACRE;5622;3
ALAGOAS;5622;29
AMAZONAS;5622;56
AMAPA;5622;15
BAHIA;5622;1027
CEARA;5622;908
DISTRITO FEDERAL;5622;28
ESPIRITO SANTO;5622;153
GOIAS;5622;362
MARANHAO;5622;20
MATO GROSSO;5622;44
MATO GROSSO DO SUL;5622;26
MINAS GERAIS;5622;733
PARA;5622;27
PARAIBA;5622;45
PARANA;5622;153
PERNAMBUCO;5622;495
PIAUI;5622;158
RIO DE JANEIRO;5622;618
RIO GRANDE DO NORTE;5622;38
RIO GRANDE DO SUL;5622;265
RONDONIA;5622;7
RORAIMA;5622;5
SANTA CATARINA;5622;265
SAO PAULO;5622;2552
SERGIPE;5622;53
TOCANTINS;5622;3
ALAGOAS;5630;16
AMAZONAS;5630;23
AMAPA;5630;1
BAHIA;5630;19
CEARA;5630;884
DISTRITO FEDERAL;5630;12
ESPIRITO SANTO;5630;34
GOIAS;5630;61
MARANHAO;5630;2
MATO GROSSO;5630;4
MATO GROSSO DO SUL;5630;12
MINAS GERAIS;5630;274
PARA;5630;7
PARAIBA;5630;12
PARANA;5630;60
PERNAMBUCO;5630;648
PIAUI;5630;36
RIO DE JANEIRO;5630;99
RIO GRANDE DO NORTE;5630;22
RIO GRANDE DO SUL;5630;114
RONDONIA;5630;7
SANTA CATARINA;5630;61
SAO PAULO;5630;1758
SERGIPE;5630;7
TOCANTINS;5630;2
BAHIA;5649;19
CEARA;5649;1
MATO GROSSO;5649;4
MINAS GERAIS;5649;6
PERNAMBUCO;5649;3
RIO DE JANEIRO;5649;70
RIO GRANDE DO SUL;5649;2
SANTA CATARINA;5649;2
SAO PAULO;5649;8
ALAGOAS;5657;4
AMAPA;5657;1
BAHIA;5657;5
CEARA;5657;6
DISTRITO FEDERAL;5657;10
GOIAS;5657;46
MARANHAO;5657;2
MATO GROSSO;5657;2
MINAS GERAIS;5657;92
PARAIBA;5657;3
PARANA;5657;13
PERNAMBUCO;5657;10
RIO DE JANEIRO;5657;19
RIO GRANDE DO NORTE;5657;2
RIO GRANDE DO SUL;5657;8
RONDONIA;5657;1
RORAIMA;5657;1
SANTA CATARINA;5657;27
SAO PAULO;5657;123
SERGIPE;5657;5
TOCANTINS;5657;2
ACRE;5665;5
ALAGOAS;5665;109
AMAZONAS;5665;70
AMAPA;5665;19
BAHIA;5665;175
CEARA;5665;1719
DISTRITO FEDERAL;5665;47
ESPIRITO SANTO;5665;60
GOIAS;5665;317
MARANHAO;5665;26
MATO GROSSO;5665;10
MATO GROSSO DO SUL;5665;7
MINAS GERAIS;5665;1008
PARA;5665;5
PARAIBA;5665;28
PARANA;5665;100
PERNAMBUCO;5665;209
PIAUI;5665;31
RIO DE JANEIRO;5665;3074
RIO GRANDE DO NORTE;5665;14
RIO GRANDE DO SUL;5665;474
RONDONIA;5665;5
RORAIMA;5665;1
SANTA CATARINA;5665;148
SAO PAULO;5665;1705
SERGIPE;5665;14
TOCANTINS;5665;4
ACRE;5673;7
ALAGOAS;5673;50
AMAZONAS;5673;44
AMAPA;5673;15
BAHIA;5673;104
CEARA;5673;5332
DISTRITO FEDERAL;5673;267
ESPIRITO SANTO;5673;48
GOIAS;5673;6200
MARANHAO;5673;60
MATO GROSSO;5673;479
MATO GROSSO DO SUL;5673;121
MINAS GERAIS;5673;2615
PARA;5673;388
PARAIBA;5673;1163
PARANA;5673;2218
PERNAMBUCO;5673;959
PIAUI;5673;638
RIO DE JANEIRO;5673;2242
RIO GRANDE DO NORTE;5673;450
RIO GRANDE DO SUL;5673;1327
RONDONIA;5673;25
RORAIMA;5673;115
SANTA CATARINA;5673;3567
SAO PAULO;5673;14780
SERGIPE;5673;150
TOCANTINS;5673;135
ACRE;5681;8
ALAGOAS;5681;1334
AMAZONAS;5681;13
AMAPA;5681;28
BAHIA;5681;269
CEARA;5681;81
DISTRITO FEDERAL;5681;11632
ESPIRITO SANTO;5681;40
GOIAS;5681;2673
MARANHAO;5681;407
MATO GROSSO;5681;191
MATO GROSSO DO SUL;5681;60
MINAS GERAIS;5681;1602
PARA;5681;1490
PARAIBA;5681;84
PARANA;5681;315
PERNAMBUCO;5681;114
PIAUI;5681;89
RIO DE JANEIRO;5681;1079
RIO GRANDE DO NORTE;5681;1685
RIO GRANDE DO SUL;5681;134
RONDONIA;5681;53
RORAIMA;5681;5
SANTA CATARINA;5681;285
SAO PAULO;5681;3292
SERGIPE;5681;33
TOCANTINS;5681;96
ACRE;5690;2
ALAGOAS;5690;2
BAHIA;5690;6
CEARA;5690;13
DISTRITO FEDERAL;5690;2602
ESPIRITO SANTO;5690;63
GOIAS;5690;192
MARANHAO;5690;2
MATO GROSSO;5690;7
MATO GROSSO DO SUL;5690;9
MINAS GERAIS;5690;911
PARA;5690;13
PARAIBA;5690;6
PARANA;5690;20
PERNAMBUCO;5690;52
PIAUI;5690;2
RIO DE JANEIRO;5690;111
RIO GRANDE DO NORTE;5690;6
RIO GRANDE DO SUL;5690;16
RONDONIA;5690;2
SANTA CATARINA;5690;18
SAO PAULO;5690;850
SERGIPE;5690;4
TOCANTINS;5690;28
ACRE;5703;2
ALAGOAS;5703;10
AMAZONAS;5703;31
BAHIA;5703;149
CEARA;5703;44
DISTRITO FEDERAL;5703;69
ESPIRITO SANTO;5703;103
GOIAS;5703;185
MARANHAO;5703;6
MATO GROSSO;5703;78
MATO GROSSO DO SUL;5703;107
MINAS GERAIS;5703;736
PARA;5703;14
PARAIBA;5703;12
PARANA;5703;999
PERNAMBUCO;5703;81
PIAUI;5703;12
RIO DE JANEIRO;5703;675
RIO GRANDE DO NORTE;5703;21
RIO GRANDE DO SUL;5703;311
RONDONIA;5703;13
RORAIMA;5703;2
SANTA CATARINA;5703;2068
SAO PAULO;5703;13578
SERGIPE;5703;8
TOCANTINS;5703;119
ACRE;5711;2
ALAGOAS;5711;2
AMAZONAS;5711;8
BAHIA;5711;29
CEARA;5711;8
DISTRITO FEDERAL;5711;135
ESPIRITO SANTO;5711;35
GOIAS;5711;140
MARANHAO;5711;4
MATO GROSSO;5711;44
MATO GROSSO DO SUL;5711;46
MINAS GERAIS;5711;260
PARA;5711;15
PARAIBA;5711;5
PARANA;5711;340
PERNAMBUCO;5711;33
PIAUI;5711;5
RIO DE JANEIRO;5711;50
RIO GRANDE DO NORTE;5711;9
RIO GRANDE DO SUL;5711;193
RONDONIA;5711;6
SANTA CATARINA;5711;343
SAO PAULO;5711;2716
SERGIPE;5711;8
TOCANTINS;5711;8
ACRE;5720;21
ALAGOAS;5720;124
AMAZONAS;5720;129
AMAPA;5720;10
BAHIA;5720;152
CEARA;5720;574
DISTRITO FEDERAL;5720;179
ESPIRITO SANTO;5720;34
GOIAS;5720;508
MARANHAO;5720;78
MATO GROSSO;5720;30
MATO GROSSO DO SUL;5720;37
MINAS GERAIS;5720;574
PARA;5720;29
PARAIBA;5720;27
PARANA;5720;164
PERNAMBUCO;5720;283
PIAUI;5720;40
RIO DE JANEIRO;5720;193
RIO GRANDE DO NORTE;5720;50
RIO GRANDE DO SUL;5720;258
RONDONIA;5720;19
RORAIMA;5720;3
SANTA CATARINA;5720;420
SAO PAULO;5720;1692
SERGIPE;5720;44
TOCANTINS;5720;17
ACRE;5738;17
ALAGOAS;5738;230
AMAZONAS;5738;1642
AMAPA;5738;99
BAHIA;5738;1737
CEARA;5738;1311
DISTRITO FEDERAL;5738;353
ESPIRITO SANTO;5738;245
GOIAS;5738;2605
MARANHAO;5738;372
MATO GROSSO;5738;254
MATO GROSSO DO SUL;5738;137
MINAS GERAIS;5738;2437
PARA;5738;415
PARAIBA;5738;291
PARANA;5738;547
PERNAMBUCO;5738;1072
PIAUI;5738;750
RIO DE JANEIRO;5738;1394
RIO GRANDE DO NORTE;5738;631
RIO GRANDE DO SUL;5738;497
RONDONIA;5738;152
RORAIMA;5738;42
SANTA CATARINA;5738;857
SAO PAULO;5738;8998
SERGIPE;5738;227
TOCANTINS;5738;54
ACRE;5746;37
ALAGOAS;5746;137
AMAZONAS;5746;107
AMAPA;5746;3
BAHIA;5746;1799
CEARA;5746;1773
DISTRITO FEDERAL;5746;527
ESPIRITO SANTO;5746;836
GOIAS;5746;945
MARANHAO;5746;164
MATO GROSSO;5746;578
MATO GROSSO DO SUL;5746;632
MINAS GERAIS;5746;17882
PARA;5746;292
PARAIBA;5746;207
PARANA;5746;4931
PERNAMBUCO;5746;1067
PIAUI;5746;313
RIO DE JANEIRO;5746;5340
RIO GRANDE DO NORTE;5746;734
RIO GRANDE DO SUL;5746;1414
RONDONIA;5746;99
RORAIMA;5746;19
SANTA CATARINA;5746;3278
SAO PAULO;5746;248063
SERGIPE;5746;174
TOCANTINS;5746;100
ALAGOAS;5762;3
BAHIA;5762;1
CEARA;5762;4
GOIAS;5762;27
MARANHAO;5762;1
MATO GROSSO DO SUL;5762;1
MINAS GERAIS;5762;4
PARAIBA;5762;412
PERNAMBUCO;5762;23
PIAUI;5762;1
RIO DE JANEIRO;5762;12
RIO GRANDE DO NORTE;5762;34
RIO GRANDE DO SUL;5762;13
SANTA CATARINA;5762;8
SAO PAULO;5762;25
ALAGOAS;5770;3
BAHIA;5770;12
CEARA;5770;2
DISTRITO FEDERAL;5770;50
ESPIRITO SANTO;5770;3
GOIAS;5770;38
MARANHAO;5770;1
MATO GROSSO;5770;4
MATO GROSSO DO SUL;5770;1
MINAS GERAIS;5770;18
PARA;5770;2
PARANA;5770;8
PERNAMBUCO;5770;26
PIAUI;5770;1
RIO DE JANEIRO;5770;27
RIO GRANDE DO NORTE;5770;1
RIO GRANDE DO SUL;5770;9
RONDONIA;5770;2
RORAIMA;5770;2
SANTA CATARINA;5770;23
SAO PAULO;5770;89
SERGIPE;5770;5
AMAZONAS;5789;1
BAHIA;5789;3
GOIAS;5789;8
MATO GROSSO;5789;1
MINAS GERAIS;5789;3
PERNAMBUCO;5789;4
RIO DE JANEIRO;5789;6
SANTA CATARINA;5789;2
SAO PAULO;5789;10
SERGIPE;5789;1
ACRE;5797;1
ALAGOAS;5797;6
AMAZONAS;5797;3
AMAPA;5797;3
BAHIA;5797;22
CEARA;5797;8
DISTRITO FEDERAL;5797;92
ESPIRITO SANTO;5797;14
GOIAS;5797;39
MATO GROSSO;5797;11
MATO GROSSO DO SUL;5797;6
MINAS GERAIS;5797;129
PARA;5797;10
PARAIBA;5797;2
PARANA;5797;42
PERNAMBUCO;5797;19
PIAUI;5797;4
RIO DE JANEIRO;5797;23
RIO GRANDE DO NORTE;5797;5
RIO GRANDE DO SUL;5797;29
RONDONIA;5797;1
SANTA CATARINA;5797;92
SAO PAULO;5797;183
SERGIPE;5797;6
ACRE;5800;1
ALAGOAS;5800;5
AMAZONAS;5800;2
BAHIA;5800;25
CEARA;5800;3
DISTRITO FEDERAL;5800;97
ESPIRITO SANTO;5800;4
GOIAS;5800;64
MARANHAO;5800;4
MATO GROSSO;5800;18
MATO GROSSO DO SUL;5800;6
MINAS GERAIS;5800;256
PARA;5800;1
PARAIBA;5800;4
PARANA;5800;67
PERNAMBUCO;5800;17
PIAUI;5800;3
RIO DE JANEIRO;5800;17
RIO GRANDE DO NORTE;5800;2
RIO GRANDE DO SUL;5800;57
SANTA CATARINA;5800;326
SAO PAULO;5800;6218
SERGIPE;5800;3
TOCANTINS;5800;1
ACRE;5819;40
ALAGOAS;5819;114
AMAZONAS;5819;349
AMAPA;5819;20
BAHIA;5819;492
CEARA;5819;1001
DISTRITO FEDERAL;5819;1009
ESPIRITO SANTO;5819;123
GOIAS;5819;1529
MARANHAO;5819;172
MATO GROSSO;5819;208
MATO GROSSO DO SUL;5819;94
MINAS GERAIS;5819;1546
PARA;5819;394
PARAIBA;5819;107
PARANA;5819;368
PERNAMBUCO;5819;463
PIAUI;5819;184
RIO DE JANEIRO;5819;1182
RIO GRANDE DO NORTE;5819;116
RIO GRANDE DO SUL;5819;525
RONDONIA;5819;48
RORAIMA;5819;57
SANTA CATARINA;5819;970
SAO PAULO;5819;10119
SERGIPE;5819;90
TOCANTINS;5819;48
ALAGOAS;5827;6
AMAZONAS;5827;6
AMAPA;5827;1
BAHIA;5827;22
CEARA;5827;12
DISTRITO FEDERAL;5827;11
ESPIRITO SANTO;5827;11
GOIAS;5827;20
MARANHAO;5827;1
MATO GROSSO;5827;5
MATO GROSSO DO SUL;5827;1
MINAS GERAIS;5827;93
PARA;5827;1
PARAIBA;5827;7
PARANA;5827;16
PERNAMBUCO;5827;29
RIO DE JANEIRO;5827;38
RIO GRANDE DO NORTE;5827;6
RIO GRANDE DO SUL;5827;36
RONDONIA;5827;3
SANTA CATARINA;5827;25
SAO PAULO;5827;467
SERGIPE;5827;3
TOCANTINS;5827;1
ACRE;5835;19
ALAGOAS;5835;117
AMAZONAS;5835;66
AMAPA;5835;70
BAHIA;5835;284
CEARA;5835;487
DISTRITO FEDERAL;5835;136
ESPIRITO SANTO;5835;79
GOIAS;5835;363
MARANHAO;5835;84
MATO GROSSO;5835;94
MATO GROSSO DO SUL;5835;94
MINAS GERAIS;5835;901
PARA;5835;370
PARAIBA;5835;95
PARANA;5835;362
PERNAMBUCO;5835;562
PIAUI;5835;71
RIO DE JANEIRO;5835;825
RIO GRANDE DO NORTE;5835;106
RIO GRANDE DO SUL;5835;811
RONDONIA;5835;65
RORAIMA;5835;10
SANTA CATARINA;5835;764
SAO PAULO;5835;3200
SERGIPE;5835;414
TOCANTINS;5835;40
ACRE;5843;2
ALAGOAS;5843;33
AMAZONAS;5843;96
AMAPA;5843;1
BAHIA;5843;258
CEARA;5843;555
DISTRITO FEDERAL;5843;1179
ESPIRITO SANTO;5843;28
GOIAS;5843;336
MARANHAO;5843;18
MATO GROSSO;5843;87
MATO GROSSO DO SUL;5843;23
MINAS GERAIS;5843;947
PARA;5843;10
PARAIBA;5843;54
PARANA;5843;227
PERNAMBUCO;5843;461
PIAUI;5843;15
RIO DE JANEIRO;5843;128
RIO GRANDE DO NORTE;5843;29
RIO GRANDE DO SUL;5843;846
RONDONIA;5843;19
RORAIMA;5843;26
SANTA CATARINA;5843;269
SAO PAULO;5843;8724
SERGIPE;5843;23
TOCANTINS;5843;81
ALAGOAS;5851;12
AMAZONAS;5851;117
AMAPA;5851;2
BAHIA;5851;59
CEARA;5851;2269
DISTRITO FEDERAL;5851;65
ESPIRITO SANTO;5851;44
GOIAS;5851;220
MARANHAO;5851;8
MATO GROSSO;5851;14
MATO GROSSO DO SUL;5851;3
MINAS GERAIS;5851;361
PARA;5851;18
PARAIBA;5851;27
PARANA;5851;78
PERNAMBUCO;5851;1549
PIAUI;5851;8
RIO DE JANEIRO;5851;33
RIO GRANDE DO NORTE;5851;55
RIO GRANDE DO SUL;5851;286
RONDONIA;5851;4
SANTA CATARINA;5851;51
SAO PAULO;5851;2552
SERGIPE;5851;2
TOCANTINS;5851;3
ALAGOAS;5860;1
AMAZONAS;5860;1
BAHIA;5860;3
CEARA;5860;2
DISTRITO FEDERAL;5860;27
GOIAS;5860;14
MINAS GERAIS;5860;23
PARA;5860;1
PARANA;5860;3
PERNAMBUCO;5860;6
RIO DE JANEIRO;5860;15
RIO GRANDE DO SUL;5860;6
RONDONIA;5860;1
SANTA CATARINA;5860;4
SAO PAULO;5860;137
SERGIPE;5860;5
ACRE;5878;1
ALAGOAS;5878;3
AMAPA;5878;4
BAHIA;5878;23
CEARA;5878;6
DISTRITO FEDERAL;5878;37
ESPIRITO SANTO;5878;11
GOIAS;5878;98
MATO GROSSO;5878;11
MATO GROSSO DO SUL;5878;12
MINAS GERAIS;5878;172
PARA;5878;2
PARAIBA;5878;2
PARANA;5878;44
PERNAMBUCO;5878;24
PIAUI;5878;4
RIO DE JANEIRO;5878;11
RIO GRANDE DO SUL;5878;34
RONDONIA;5878;2
RORAIMA;5878;1
SANTA CATARINA;5878;92
SAO PAULO;5878;625
SERGIPE;5878;7
TOCANTINS;5878;1
BAHIA;5886;1
DISTRITO FEDERAL;5886;1
MINAS GERAIS;5886;2
PARA;5886;3
PERNAMBUCO;5886;1
RIO DE JANEIRO;5886;1
SANTA CATARINA;5886;1
AMAZONAS;5894;1
CEARA;5894;1
DISTRITO FEDERAL;5894;2
ESPIRITO SANTO;5894;1
MATO GROSSO;5894;1
MINAS GERAIS;5894;2
PARAIBA;5894;1
PERNAMBUCO;5894;1
RIO GRANDE DO SUL;5894;4
SANTA CATARINA;5894;1
SAO PAULO;5894;4
ACRE;5908;1
ALAGOAS;5908;8
AMAPA;5908;15
BAHIA;5908;11
CEARA;5908;8
DISTRITO FEDERAL;5908;93
ESPIRITO SANTO;5908;14
GOIAS;5908;59
MARANHAO;5908;3
MATO GROSSO;5908;3
MATO GROSSO DO SUL;5908;6
MINAS GERAIS;5908;51
PARA;5908;6
PARAIBA;5908;6
PARANA;5908;12
PERNAMBUCO;5908;21
PIAUI;5908;1
RIO DE JANEIRO;5908;53
RIO GRANDE DO NORTE;5908;11
RIO GRANDE DO SUL;5908;13
RONDONIA;5908;1
SANTA CATARINA;5908;42
SAO PAULO;5908;371
SERGIPE;5908;3
TOCANTINS;5908;1
AMAPA;5916;1
BAHIA;5916;2
CEARA;5916;3
DISTRITO FEDERAL;5916;1
GOIAS;5916;4
MATO GROSSO;5916;1
MATO GROSSO DO SUL;5916;1
MINAS GERAIS;5916;12
PARA;5916;4
PARANA;5916;25
PIAUI;5916;1
RIO DE JANEIRO;5916;1
RIO GRANDE DO SUL;5916;6
RONDONIA;5916;1
SANTA CATARINA;5916;14
SAO PAULO;5916;15
ACRE;5924;1
AMAZONAS;5924;1
AMAPA;5924;5
BAHIA;5924;9
CEARA;5924;9
DISTRITO FEDERAL;5924;2
ESPIRITO SANTO;5924;2
GOIAS;5924;20
MATO GROSSO;5924;3
MINAS GERAIS;5924;24
PARAIBA;5924;1
PARANA;5924;9
PERNAMBUCO;5924;4
RIO DE JANEIRO;5924;4
RIO GRANDE DO NORTE;5924;2
RIO GRANDE DO SUL;5924;9
SANTA CATARINA;5924;26
SAO PAULO;5924;35
SERGIPE;5924;7
TOCANTINS;5924;1
AMAPA;5932;2
CEARA;5932;2
DISTRITO FEDERAL;5932;1
ESPIRITO SANTO;5932;1
GOIAS;5932;10
MATO GROSSO;5932;2
MINAS GERAIS;5932;15
PARA;5932;3
PARAIBA;5932;1
PARANA;5932;4
PIAUI;5932;3
RIO DE JANEIRO;5932;17
RIO GRANDE DO SUL;5932;7
SANTA CATARINA;5932;16
SAO PAULO;5932;67
ALAGOAS;5940;8
AMAZONAS;5940;2
BAHIA;5940;20
CEARA;5940;7
DISTRITO FEDERAL;5940;14
ESPIRITO SANTO;5940;7
GOIAS;5940;14
MATO GROSSO;5940;6
MINAS GERAIS;5940;42
PARA;5940;2
PARANA;5940;9
PERNAMBUCO;5940;4
PIAUI;5940;2
RIO DE JANEIRO;5940;2
RIO GRANDE DO SUL;5940;12
RONDONIA;5940;1
SANTA CATARINA;5940;14
SAO PAULO;5940;17
SERGIPE;5940;3
ACRE;5959;3
ALAGOAS;5959;4
AMAZONAS;5959;5
AMAPA;5959;2
BAHIA;5959;28
CEARA;5959;16
DISTRITO FEDERAL;5959;21
ESPIRITO SANTO;5959;9
GOIAS;5959;103
MARANHAO;5959;2
MATO GROSSO;5959;7
MATO GROSSO DO SUL;5959;3
MINAS GERAIS;5959;109
PARA;5959;15
PARAIBA;5959;4
PARANA;5959;9
PERNAMBUCO;5959;141
PIAUI;5959;81
RIO DE JANEIRO;5959;75
RIO GRANDE DO NORTE;5959;10
RIO GRANDE DO SUL;5959;17
RONDONIA;5959;1
RORAIMA;5959;1
SANTA CATARINA;5959;25
SAO PAULO;5959;169
SERGIPE;5959;11
TOCANTINS;5959;1
ACRE;5967;8
ALAGOAS;5967;269
AMAZONAS;5967;31
AMAPA;5967;12
BAHIA;5967;441
CEARA;5967;344
DISTRITO FEDERAL;5967;1274
ESPIRITO SANTO;5967;174
GOIAS;5967;2204
MARANHAO;5967;63
MATO GROSSO;5967;201
MATO GROSSO DO SUL;5967;202
MINAS GERAIS;5967;3192
PARA;5967;146
PARAIBA;5967;79
PARANA;5967;1236
PERNAMBUCO;5967;197
PIAUI;5967;118
RIO DE JANEIRO;5967;284
RIO GRANDE DO NORTE;5967;78
RIO GRANDE DO SUL;5967;1000
RONDONIA;5967;82
RORAIMA;5967;3
SANTA CATARINA;5967;1564
SAO PAULO;5967;8304
SERGIPE;5967;99
TOCANTINS;5967;40
ALAGOAS;5975;3
AMAPA;5975;2
BAHIA;5975;4
CEARA;5975;9
DISTRITO FEDERAL;5975;38
ESPIRITO SANTO;5975;1
GOIAS;5975;174
MARANHAO;5975;2
MATO GROSSO;5975;2
